#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
3573837	1489668	23016	4383915	116658	SARS-CoV-2	-	S	EXOSC7	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	EAP1|RRP42|Rrp42p|hRrp42p|p8	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q15024	A0A024R2P7|B2RDZ9	NP_055819	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573838	1489668	961	4383915	107399	SARS-CoV-2	-	S	CD47	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	IAP|MER6|OA3	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q08722	-	NP_001369235|NP_942088|NP_001768	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573839	1489668	51133	4383915	119320	SARS-CoV-2	RP11-5F19.1	S	KCTD3	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	NY-REN-45	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q9Y597	-	NP_001306224|NP_001306223|NP_057205	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573840	1489668	27327	4383915	118141	SARS-CoV-2	-	S	TNRC6A	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CAGH26|GW1|GW182|TNRC6	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q8NDV7	-	NP_055309|NP_001317449|NP_001338779	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573841	1489668	11030	4383915	116220	SARS-CoV-2	-	S	RBPMS	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	HERMES	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q93062	D3DSV0|B4E3T4	NP_006858|NP_001008712|NP_001008710|NP_001008711	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573842	1489668	8666	4383915	114215	SARS-CoV-2	-	S	EIF3G	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	EIF3-P42|EIF3S4|eIF3-delta|eIF3-p44	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	O75821	-	NP_003746	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573843	1489668	57587	4383915	121639	SARS-CoV-2	-	S	CFAP97	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	KIAA1430|hmw	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q9P2B7	-	NP_065878|NP_001278962	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573844	1489668	5793	4383915	111757	SARS-CoV-2	-	S	PTPRG	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	HPTPG|PTPG|R-PTP-GAMMA|RPTPG	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P23470	Q49A02	NP_002832	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573845	1489668	51013	4383915	119220	SARS-CoV-2	RP11-452K12.9	S	EXOSC1	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CGI-108|CSL4|Csl4p|SKI4|Ski4p|hCsl4p|p13	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q9Y3B2	-	NP_057130|NP_001305291|NP_001305293|NP_001305292|NP_001305295|NP_001305294	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573846	1489668	1466	4383915	107848	SARS-CoV-2	-	S	CSRP2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CRP2|LMO5|SmLIM	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q16527	A0A024RBB5|F8VW96	NP_001312|NP_001287894	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573847	1489668	23201	4383915	116810	SARS-CoV-2	-	S	FAM168A	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	KIAA0280|TCRP1	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q92567	-	NP_001272979|NP_001272980|NP_055974	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573848	1489668	22803	4383915	116483	SARS-CoV-2	RP11-227D2.1	S	XRN2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	-	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q9H0D6	-	NP_036387|NP_001304889	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573849	1489668	3234	4383915	109474	SARS-CoV-2	-	S	HOXD8	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	HOX4|HOX4E|HOX5.4	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P13378	-	NP_001186675|NP_001186676|NP_062458	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573850	1489668	6143	4383915	112063	SARS-CoV-2	-	S	RPL19	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	L19	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P84098	J3KTE4	NP_001317129|NP_000972	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573851	1489668	113178	4383915	125230	SARS-CoV-2	-	S	SCAMP4	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	SCAMP-4	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q969E2	-	NP_524558|NP_001316468|NP_001316469	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3582031	1489668	59272	4383915	121864	SARS-CoV-2	UNQ868/PRO1885	S	ACE2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ACEH	Reconstituted Complex	physical	Kober DL (2023)	DOI:10.1101/2023.09.26.559550	694009	9606	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	Q9BYF1	-	NP_068576	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3582811	1489668	59272	4383915	121864	SARS-CoV-2	UNQ868/PRO1885	S	ACE2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ACEH	Reconstituted Complex	physical	Linsky TW (2020)	PUBMED:33154107	694009	9606	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	Q9BYF1	-	NP_068576	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3585057	1489668	59272	4383915	121864	SARS-CoV-2	UNQ868/PRO1885	S	ACE2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ACEH	Reconstituted Complex	physical	Ye F (2021)	PUBMED:34531369	694009	9606	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	Q9BYF1	-	NP_068576	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3586522	1489668	59272	4383915	121864	SARS-CoV-2	UNQ868/PRO1885	S	ACE2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ACEH	Reconstituted Complex	physical	Adhikary P (2021)	PUBMED:34179347	694009	9606	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	Q9BYF1	-	NP_068576	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3628909	1489668	59272	4383915	121864	SARS-CoV-2	UNQ868/PRO1885	S	ACE2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ACEH	Affinity Capture-Western	physical	Adedeji AO (2013)	PUBMED:23678171	694009	9606	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	Q9BYF1	-	NP_068576	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3642399	59272	1489668	121864	4383915	UNQ868/PRO1885	SARS-CoV-2	ACE2	S	ACEH	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	PCA	physical	Chapman AP (2021)	PUBMED:33958613	9606	694009	Low Throughput	-	-	-	-	BIOGRID	Q9BYF1	-	NP_068576	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
3642989	1489668	59272	4383915	121864	SARS-CoV-2	UNQ868/PRO1885	S	ACE2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ACEH	Reconstituted Complex	physical	Nabel KG (2022)	PUBMED:34855508	694009	9606	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	Q9BYF1	-	NP_068576	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3643400	1489668	59272	4383915	121864	SARS-CoV-2	UNQ868/PRO1885	S	ACE2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ACEH	PCA	physical	Carter-Timofte ME (2021)	PUBMED:34658235	694009	9606	Low Throughput	-	-	Bait and hit were either cotransfected or lysates were mixed	-	BIOGRID	P59594	-	NP_828851	Q9BYF1	-	NP_068576	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3648418	1489668	59272	4383915	121864	SARS-CoV-2	UNQ868/PRO1885	S	ACE2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ACEH	Reconstituted Complex	physical	Wrapp D (2020)	PUBMED:32375025	694009	9606	Low Throughput	-	-	SARS-CoV 2P S protein	-	BIOGRID	P59594	-	NP_828851	Q9BYF1	-	NP_068576	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3711557	3122	1489668	109367	4383915	DASS-397D15.1	SARS-CoV-2	HLA-DRA	S	HLA-DRA1|MLRW	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Protein-peptide	physical	Huisman BD (2022)	PUBMED:35781135	9606	694009	Low Throughput	-	-	SARS-CoV peptides	-	BIOGRID	P01903	-	NP_061984	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
3712766	1489668	1489668	4383915	4383915	SARS-CoV-2	SARS-CoV-2	S	S	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Co-crystal Structure	physical	Deng Y (2006)	PUBMED:16698550	694009	694009	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	P59594	-	NP_828851	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
3714654	1489668	59272	4383915	121864	SARS-CoV-2	UNQ868/PRO1885	S	ACE2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ACEH	Reconstituted Complex	physical	Huang C (2016)	PUBMED:27696819	694009	9606	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	Q9BYF1	-	NP_068576	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3715321	2912	1489668	109169	4383915	-	SARS-CoV-2	GRM2	S	GLUR2|GPRC1B|MGLUR2|mGlu2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Affinity Capture-Western	physical	Wang J (2021)	PUBMED:34903715	9606	694009	Low Throughput	-	-	-	-	BIOGRID	Q14416	Q86YG3	NP_000830|NP_001123535	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
3715322	2912	1489668	109169	4383915	-	SARS-CoV-2	GRM2	S	GLUR2|GPRC1B|MGLUR2|mGlu2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	Wang J (2021)	PUBMED:34903715	9606	694009	Low Throughput	-	-	-	-	BIOGRID	Q14416	Q86YG3	NP_000830|NP_001123535	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
3724064	1489668	335	4383915	106832	SARS-CoV-2	-	S	APOA1	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	-	Cross-Linking-MS (XL-MS)	physical	Burnap SA (2023)	PUBMED:37343697	694009	9606	High Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	P02647	A0A024R3E3	NP_000030	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3724065	1489668	344	4383915	106841	SARS-CoV-2	-	S	APOC2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	APO-CII|APOC-II	Cross-Linking-MS (XL-MS)	physical	Burnap SA (2023)	PUBMED:37343697	694009	9606	High Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	P02655	A0A024R0T9	NP_000474	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3724066	1489668	118429	4383915	125602	SARS-CoV-2	-	S	ANTXR2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CMG-2|CMG2|HFS|ISH|JHF	Cross-Linking-MS (XL-MS)	physical	Burnap SA (2023)	PUBMED:37343697	694009	9606	High Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	P58335	A4FUA5|J3KPY9|Q32Q26	NP_477520|NP_001273710|NP_001273709|NP_001139266	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3724067	1489668	1434	4383915	107821	SARS-CoV-2	-	S	CSE1L	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CAS|CSE1|XPO2	Cross-Linking-MS (XL-MS)	physical	Burnap SA (2023)	PUBMED:37343697	694009	9606	High Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	P55060	-	NP_001307|NP_001349691|NP_001243064	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3733093	1489668	1489668	4383915	4383915	SARS-CoV-2	SARS-CoV-2	S	S	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Co-crystal Structure	physical	Supekar VM (2004)	PUBMED:15604146	694009	694009	Low Throughput	-	-	crystal structure of trimeric SARS-CoV S protein core	-	BIOGRID	P59594	-	NP_828851	P59594	-	NP_828851	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
3739220	11118	1489668	116293	4383915	-	SARS-CoV-2	BTN3A2	S	BT3.2|BTF4|BTN3.2|CD277	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Affinity Capture-Western	physical	Xu L (2024)	PUBMED:39142074	9606	694009	Low Throughput	-	-	-	-	BIOGRID	P78410	A8K4B5	NP_008978|NP_001184176|NP_001184175|NP_001184177|NP_001184178	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
